latitude,longitude
-8.359167,-35.223611
-7.513333,-39.723889
-8.584444,-35.386666999999996
-7.560833000000001,-35.002778
-7.685833000000001,-35.515
-8.185833,-36.705
-8.431944,-35.803889
-7.473333,-37.274444
-7.932778,-39.295833
-8.76,-35.105
-8.23,-39.375833
-5.89,-42.637778000000004
-10.136944,-43.948889
-4.023889,-42.077778
-7.988889,-41.867778
-7.131944,-41.035833000000004
-7.732778,-40.99
-7.935,-41.21
-3.477778,-42.427778
-4.3919440000000005,-41.600833
-6.9808330000000005,-41.233889000000005
-7.43,-41.910833000000004
-7.602778,-41.482778
-24.315832999999998,-51.786944
-22.792778,-51.715833
-24.617778,-53.32
-25.662778,-52.125833
-25.146944,-53.848889
-23.63,-50.168889
-25.429722,-49.271944
-25.100832999999998,-52.877778
-25.136944,-54.30194399999999
-24.250833,-49.705833
-22.548889000000003,-52.060833
-25.778889000000003,-49.325833
-22.735833,-53.04
-25.632778,-53.34694399999999
-23.072778,-52.465
-23.912778,-52.342778
-25.715833,-53.76583299999999
-26.02,-53.74
-25.871944,-49.497778000000004
-24.277778,-51.275
-25.783889000000002,-53.308889
-23.037778,-51.805
-26.07,-53.722778000000005
-24.973889,-49.085833
-24.245832999999998,-50.242778
-22.878889,-42.018889
-22.028889000000003,-43.205
-21.980832999999997,-42.367778
-22.785833,-43.311944
-21.041944,-41.972778000000005
-22.505,-43.178889
-22.116944,-43.208889
-22.245832999999998,-43.7
-5.705833,-35.306944
-5.095,-36.325
-6.425833,-36.205
-6.1577779999999995,-35.600833
-5.222778,-35.837778
-6.075,-35.237778000000006
-6.313889,-35.076944
-9.916111,-63.040833
-12.961944,-60.886667
-12.445,-64.227222
-9.443889,-61.981389
-12.052222,-63.5675
-11.798055999999999,-63.031110999999996
-31.871944,-54.161389
-29.170833000000002,-51.518889
-29.950833000000003,-51.093889000000004
-29.365833000000002,-50.815833000000005
-29.7,-51.325
-31.855833,-52.812778
-31.002778000000003,-52.05
-27.390833,-52.57083299999999
-28.183889,-55.638889
-28.43,-52.035833000000004
-28.027778,-54.35
-28.845833000000002,-51.89
-27.625833,-54.307778000000006
-28.627778000000003,-53.09
-29.488889,-50.105
-29.466944,-51.960833
-29.596944,-51.208889
-27.461944,-51.905833
-29.565833,-54.46
-29.45,-51.670833
-29.087778000000004,-53.212778
-28.496944,-52.025
-30.335833,-54.32
-29.475833,-51.420833
-28.477778000000004,-51.845
-26.88,-52.858889000000005
-28.935,-49.485833
-27.796944,-49.488889
-27.357778000000003,-49.885833
-26.6,-51.096944
-27.160833,-52.878889
-26.472778,-49.002778
-28.340833,-48.82
-26.987778000000002,-53.535
-26.957778,-49.627778
-27.26,-51.555833
-27.216944,-49.732778
-26.472778,-51.147778
-26.37,-50.143889
-28.834444,-49.236111
-20.524167000000002,-49.059444
-21.208889000000003,-50.432778000000006
-21.5,-50.316666999999995
-23.3075,-47.133055999999996
-24.736110999999998,-48.122778000000004
-20.538889,-47.400833
-21.028333,-51.206666999999996
-20.498611,-48.944722
-23.466667,-46.533333
-23.548889000000003,-46.934166999999995
-24.6925,-48.002221999999996
-23.090556,-45.190278
-22.523056,-46.65
-22.415,-49.817221999999994
-20.643889,-50.226110999999996
-23.145833,-51.170833
-19.966110999999998,-50.638056
-21.467778,-47.004721999999994
-22.929167,-47.566111
-21.261111,-48.496389
-21.508056,-48.151111
-20.763056,-50.343056
-21.333889000000003,-51.643889
-20.181944,-49.350833
-23.532778,-46.791944
-20.102778,-50.585833
-21.768056,-50.771667
-22.761111,-47.154167
-21.185833,-48.906944
-21.46,-49.577778
-22.892778,-49.985833
-21.350832999999998,-51.755
-21.086944,-47.150833
-20.82,-49.378889
-22.821944000000002,-47.266944
-21.716944,-48.687778
-21.405832999999998,-48.505
-23.923889000000003,-48.692778000000004
-21.783889000000002,-49.280833
-7.161944,-48.527778000000005
-12.712778,-46.407778
-6.121944,-47.921944
-6.712778,-47.76
-7.71,-47.313889
-10.762777999999999,-48.108889000000005
-11.975,-48.233889000000005
-12.187778,-46.988889
-31.863889,-52.822778
-21.286944000000002,-42.556944
-15.443889000000002,-50.745833000000005
-11.81,-39.381944
-12.765833,-39.427778
-4.387778,-59.593889000000004
-9.970833,-37.002778
-8.972778,-35.938889
-15.793889000000002,-47.882778
-8.841944,-35.46
-9.317778,-35.560833
-9.162778,-36.031944
-3.316667,-61.2
-2.746944,-66.766944
-5.627778,-63.182778000000006
3.842778,-51.835
-14.880832999999999,-40.578889000000004
-14.81,-39.470833
-12.317778,-44.860833
-14.258889000000002,-42.256944
-14.788889000000001,-39.048889
-11.303889,-41.855833000000004
-11.046944,-41.968889000000004
-14.102778,-39.015
-15.022778,-42.367778
-13.005,-41.370833000000005
-13.002778,-39.11
-12.15,-38.65
-14.94,-41.72
-11.295833,-41.986944
-11.411944,-39.866944000000004
-9.745833,-41.885
-13.085,-43.465
-11.258889,-40.941944
-12.96,-38.608889000000005
-4.417778,-39.045
-4.045833,-40.752778
-6.887778,-39.217778
-6.79,-38.718889000000004
-3.908889,-40.746944
-4.096944000000001,-39.238889
-6.541944,-39.906944
-3.673889,-40.238889
-3.580833,-39.436944
-6.788889,-39.295833
-20.345833,-41.535833000000004
-20.788889,-41.395
-20.412778,-40.682778000000006
-20.463889,-41.412778
-18.997778,-40.388889
-16.326944,-48.952778
-16.617778,-48.962778
-16.252778,-49.37
-16.357778,-49.495833000000005
-18.42,-49.217778
-17.805,-49.613889
-16.126944,-50.215
-15.021944,-49.895833
-17.030832999999998,-48.295833
-18.915833,-50.653889
-15.851944,-48.958889
-14.092778,-46.368889
-15.163889000000001,-49.802778
-3.263889,-44.62
-3.6719440000000003,-43.115833
-1.7877779999999999,-46.302778
-3.6838889999999997,-42.75
-5.748889,-47.360833
-5.468889,-44.073889
-5.816944,-44.222778000000005
-1.843889,-46.091944
-2.863889,-44.038889000000005
-5.29,-44.49
-2.9338889999999997,-44.235
-2.53,-44.302778
-6.4769440000000005,-44.191944
-15.746944000000001,-41.46
-16.85,-42.07
-19.947778,-45.165833
-15.916944,-46.105833000000004
-16.207778,-44.428889
-20.520833,-41.906944
-16.685,-44.365
-20.99,-43.003889
-18.430833,-47.608889000000005
-20.725832999999998,-42.278889
-20.025,-48.940833000000005
-20.570833,-43.007778
-21.305,-46.712778
-17.401944,-41.668889
-18.462778,-41.803889
-17.744167,-46.173889
-21.975832999999998,-45.35
-21.245,-45.0
-15.907279999999998,-44.303779999999996
-19.331944,-45.236944
-19.222777999999998,-45.968889000000004
-16.222777999999998,-41.476944
-14.740832999999999,-44.403889
-19.842778,-45.410833000000004
-16.732222,-43.863611
-19.760562,-43.028865
-15.802778,-43.300833000000004
-20.505833,-42.21
-20.520833,-42.33
-20.83,-42.153889
-17.806944,-41.785833000000004
-21.457778,-43.125
-19.958889000000003,-43.415
-19.308889,-47.524167
-22.028889000000003,-46.336944
-21.562778,-43.915
-20.313889,-42.608889000000005
-18.296944,-44.222778000000005
-16.368889000000003,-45.068889
-19.110833,-46.69
-19.67,-43.686944
-20.905,-42.022778
-18.592778,-48.705
-19.635,-42.105833000000004
-17.398889,-42.735833
-19.691944,-43.922778
-19.112778,-51.733889000000005
-19.008889,-57.652778000000005
-22.04,-54.612778000000006
-20.141944,-54.398889000000004
-21.135,-55.83
-20.366944,-51.418889
-16.943889000000002,-53.527778000000005
-11.061944,-55.275833
-12.990833,-55.255
-14.905833,-53.017778
-12.29,-50.967778
-11.535,-57.413889000000005
-15.08,-58.465832999999996
-10.803889,-52.743889
-12.771944,-56.553889
-11.532778,-54.352778
-3.778889,-49.5675
-2.557778,-47.493889
-3.4458330000000004,-52.888889
-2.6847220000000003,-54.640278
-0.6638890000000001,-49.162778
-1.151944,-48.128889
-0.85,-47.92
-1.626944,-47.482778
-6.751939999999999,-51.1539
-0.857778,-48.141944
-7.082222,-35.6
-6.95,-35.545
-6.188889,-37.535833000000004
-7.413889,-38.215833
-6.816944,-38.65
-7.312778,-38.515
-6.800833,-35.625833
-7.230556,-35.881111
-7.14,-35.085833
-6.8677779999999995,-36.350833
-7.107778,-37.715833
-6.855,-35.49
-7.12,-34.88
-7.705833,-38.153889
-6.600833000000001,-35.050833000000004
-6.915833,-38.325
-7.137778,-37.048889
-6.212778,-37.351944
-6.517778,-38.411944
-8.5,-41.0
-8.45,-35.95
-8.021944,-34.980833000000004
-9.128889,-36.33
-8.902999999999999,-37.827
-7.675833,-37.46
-8.4,-35.0625
-7.667778,-35.101944
-9.182777999999999,-38.268889
-8.118611,-35.092222
-8.090833,-39.577778
-8.979167,-38.219444
-8.066944,-39.122222
-7.900111,-36.05025
-7.2427779999999995,-40.857778
-7.218889,-44.197778
-5.863889,-41.048889
-7.85,-45.213889
-9.925,-45.475
-4.8277779999999995,-42.168889
-9.337778,-42.427778
-7.468889,-41.793889
-6.7669440000000005,-43.022778
-6.9927779999999995,-41.137778000000004
-5.563889,-42.607778
-3.318889,-42.093889000000004
-5.0949,-42.8042
-25.325,-49.31
-23.931944,-52.495833
-24.790833,-50.011944
-24.823889,-49.260833
-22.837778,-51.972778000000005
-25.423889000000003,-52.835832999999994
-26.256944,-53.306943999999994
-23.598889,-52.080833
-25.395,-51.457778000000005
-25.23,-50.604444
-24.141944,-52.781943999999996
-24.515832999999997,-51.667778000000006
-25.823889,-53.74
-26.03,-53.482778
-23.230832999999997,-51.585833
-25.546944,-52.407778
-26.17,-53.36083299999999
-23.688889,-49.833889
-23.322778,-53.067778000000004
-21.205833,-42.122778000000004
-22.370832999999998,-41.786944
-21.983889,-42.252778
-22.106944,-41.471944
-21.47,-41.118889
-6.435833000000001,-36.638889
-5.987778,-36.412778
-5.823889,-35.552778
-6.087778,-37.910833000000004
-5.795,-35.208889
-5.582778,-36.105
-5.880833,-35.935
-6.103889,-35.910833000000004
-6.043889,-35.427778
-9.362778,-62.585278
-10.9175,-62.249444
4.595833,-60.167778000000006
-28.772778000000002,-52.99
-27.408889000000002,-52.41
-31.557778000000003,-53.672778
-30.59,-51.738889
-28.148889,-54.737778000000006
-28.523889,-52.993889
-27.5,-54.100832999999994
-28.638610999999997,-53.606389
-27.505833000000003,-54.36083299999999
-27.355,-53.991944
-29.381944,-52.090833
-31.403889000000003,-53.868889
-28.786944000000002,-55.25083299999999
-29.142778000000003,-56.065
-29.733333000000002,-53.183333
-29.628889,-50.835
-27.3,-52.840832999999996
-29.683889,-53.806943999999994
-28.660833,-56.003889
-28.498889000000002,-51.702778
-32.015,-52.041944
-29.76,-51.146944
-29.537778000000003,-53.855
-29.335,-49.726944
-28.511944,-50.933889
-27.516944,-48.767778
-26.192778,-49.265833
-27.492778,-49.423889
-27.003889,-51.241944000000004
-26.443889000000002,-52.833889
-26.613889,-53.671943999999996
-27.192778000000004,-49.796944
-26.608889,-53.05583299999999
-28.165,-48.978889
-28.83,-49.846944
-10.428889,-36.465833
-11.475833,-37.755
-10.426944,-36.958889
-10.32,-36.579444
-10.332778,-36.887778000000004
-21.235556,-49.643889
-21.916667,-50.733333
-23.016667,-49.483333
-22.665,-45.009444
-22.746389,-50.386944
-23.470556,-47.734722
-23.165,-47.743611
-22.1,-48.317778000000004
-21.4825,-51.532778
-20.287778,-50.400833
-23.388333,-49.51
-21.531111,-50.554722
-21.621944,-49.798611
-24.573889,-49.296944
-23.486389000000003,-46.348611
-21.255,-48.321944
-23.527778,-46.902778000000005
-20.730832999999997,-47.730556
-22.741944,-46.901389
-21.42,-50.077778
-24.31,-47.0
-22.78,-46.57
-22.275278,-51.5
-21.763333,-52.115556
-20.080833,-47.420833
-21.623889000000002,-50.860833
-21.242778,-48.803889
-22.590833,-46.528889
-22.425832999999997,-48.168889
-22.22,-49.818889
-11.1,-48.918889
-9.8,-49.213889
-5.915,-48.06
-12.795,-49.092778
-8.393889,-48.115833
-29.800833,-50.043889
-15.546944,-55.168889
-4.42,-46.765
-12.12,-43.887778000000004
-14.755832999999999,-40.088889
-6.425,-68.252778
-9.557777999999999,-37.380833
-8.163889,-70.353889
-10.572778,-67.675833
-12.970833,-38.510833
-9.833333,-35.9
-9.396666999999999,-36.153611
-8.845833,-35.567778000000004
-9.9,-36.677778
-9.475,-36.29
-4.882778,-66.895833
-3.767778,-60.368889
-7.545833,-72.583889
-2.185833,-56.712778
-7.713889,-66.975833
-15.262777999999999,-39.413889000000005
-11.96,-40.167778000000006
-15.862778,-38.882778
-15.675,-38.946944
-14.865,-39.587778
-13.410832999999998,-41.285
-13.250832999999998,-40.083889
-13.450833,-39.940833000000005
-13.530833,-39.970833
-13.857778,-40.083889
-11.858889,-40.471944
-11.605833,-39.630833
-17.891944,-39.371944
-12.528889,-41.558889
-10.013889,-37.893889
-9.735833,-38.125833
-11.008889,-44.518889
-13.401944,-44.195
-12.727778,-39.181944
-13.537778,-39.098889
-11.411944,-39.461944
-11.606944,-40.136944
-4.561944,-37.77
-4.130833,-38.235833
-4.647778,-40.200833
-3.12,-40.825833
-4.673889,-37.821944
-4.5288889999999995,-39.621944
-7.685833000000001,-39.015833
-6.525,-39.527778000000005
-5.1458330000000005,-38.097778000000005
-3.123889,-40.146944
-3.5227779999999997,-40.342778
-6.210833,-40.693889
-21.153889000000003,-41.567778000000004
-20.913889,-41.197778
-18.372778,-40.830833
-19.932778,-40.406944
-19.757778,-40.385833
-19.225,-40.850833
-20.835,-40.728889
-19.196944000000002,-40.097778000000005
-14.480832999999999,-46.491944000000004
-18.336944,-48.218889000000004
-15.090832999999998,-50.631944
-16.195833,-52.545
-13.635832999999998,-49.81
-15.240832999999999,-51.160833000000004
-18.143889,-49.043889
-16.180833,-50.430833
-16.293889,-50.547778
-18.141944,-48.561944
-16.768889,-47.613889
-16.495832999999998,-49.425833000000004
-14.705832999999998,-47.525
-15.456944,-48.888889
-2.9666669999999997,-44.8
-4.858889,-43.355833000000004
-1.827778,-44.867778
-4.138889,-45.12
-2.997778,-44.996944
-4.573889,-44.596944
-6.825833,-46.531944
-1.855833,-45.122778000000004
-20.362778,-43.145
-18.648889,-48.186944
-19.22,-42.483889000000005
-18.784167,-45.501667
-17.107778,-43.815
-17.01,-46.008889
-15.617778,-46.422778
-21.020833,-45.181944
-19.088889,-43.141944
-18.575833,-47.876944
-20.69,-43.497778000000004
-15.357778,-42.962778
-16.295833,-41.792778000000006
-21.093889,-46.203889000000004
-19.036944000000002,-43.425
-20.5,-43.857778
-20.875833,-45.518889
-19.976944,-47.770833
-18.777778,-41.48
-21.316111,-42.810833
-22.045833,-45.950833
-19.888889000000002,-44.432778000000006
-18.167778,-42.765833
-18.821944000000002,-42.478889
-18.850832999999998,-41.948889
-21.298889000000003,-46.802778
-20.391944,-44.487778000000006
-17.856944,-42.858889000000005
-18.036447,-41.682988
-22.295833,-44.935
-16.561944,-41.502778
-16.906944,-42.603889
-14.262777999999999,-44.16
-19.550832999999997,-50.580833
-14.755832999999999,-43.931944
-21.697778,-42.958889
-18.603889000000002,-45.356944
-21.130833,-42.365833
-17.415,-41.215
-16.016944,-42.407778
-21.860833,-43.936944
-21.338889,-43.455833
-20.650833,-44.495833000000005
-16.075833,-44.081944
-19.758889,-42.075833
-19.481944,-44.155
-20.74,-43.883889
-16.23,-45.991944000000004
-21.275,-43.178889
-19.338889,-42.157778
-20.717778,-46.310833
-20.245,-46.365833
-18.891944,-43.083889
-21.547778,-46.04
-19.758889,-41.615833
-21.366944,-45.512778000000004
-17.285833,-42.73
-18.918889,-48.276944
-18.591944,-41.907778
-22.481944,-54.302778
-21.302778,-52.830833
-15.6,-57.921943999999996
-16.348889,-53.757778
-17.208889000000003,-54.15
-16.050832999999997,-54.883889
-14.475832999999998,-59.608889000000005
-14.796944,-57.287778
-10.877778,-51.632778
-15.852778,-58.46
-10.47,-50.502778
-3.202778,-52.205833
-1.887778,-55.116944
-4.285,-47.505
-3.842778,-49.096944
-5.135,-49.326944
-2.583889,-49.506944
-2.4427779999999997,-54.707778000000005
-7.133333,-34.933333000000005
-6.915833,-35.171944
-7.033333,-35.85
-7.500833,-38.405
-7.303889,-38.15
-6.996944,-36.712778
-7.888889,-37.12
-7.024444,-37.28
-7.6908330000000005,-37.08
-8.151944,-37.01
-7.671944,-36.88
-6.487778,-35.636944
-7.777778,-39.940833000000005
-7.795833,-35.586944
-8.282778,-35.975833
-7.999167,-35.291111
-8.726944,-35.792778000000006
-8.963889,-37.627778
-7.9408330000000005,-34.872778000000004
-7.590833,-35.490833
-8.590833,-35.115833
-9.105833,-38.15
-7.331944,-40.636944
-8.375833,-41.835833
-8.49,-41.82
-8.817778,-44.223889
-5.357778,-42.675833000000004
-4.515833,-42.625
-8.477778,-41.526944
-3.4827779999999997,-42.503889
-6.972778,-42.671944
-5.275833,-42.405
-5.932778,-42.113889
-6.816944,-41.342778
-3.955833,-41.257778
-6.825,-41.323889
-5.863889,-42.185833
-7.232778,-41.91
-25.992778,-49.335
-24.157778,-49.826944
-23.901944,-53.512778000000004
-23.848889,-50.187778
-23.395833,-53.613889
-24.002778,-53.703889000000004
-24.427778,-53.355
-24.385,-53.387778000000004
-24.078889,-51.737778000000006
-25.877778,-50.820833
-23.431944,-50.563889
-23.763889000000002,-51.506944
-26.097777999999998,-49.428889
-22.755833,-51.378889
-25.212778,-50.977778
-23.07,-50.912778
-25.620832999999998,-50.692778000000004
-22.952778,-53.296943999999996
-25.406944,-53.565833
-23.727778,-50.740833
-22.851944,-52.336944
-23.910833,-50.58
-23.036944000000002,-50.837778
-23.732778,-52.872778000000004
-24.323889,-50.615833
-25.880833,-52.907778
-22.050832999999997,-42.521944
-22.536944000000002,-42.981944
-22.281944,-42.530833
-21.955,-42.007778
-5.665833,-36.600833
-6.1938889999999995,-35.16
-6.368889,-35.007778
-5.76,-35.997778000000004
-5.6538889999999995,-35.968889000000004
-6.271944,-35.326944
-5.7,-36.245
-5.515833,-35.261944
-5.773889,-37.100833
-6.435833000000001,-35.642778
-5.466944,-35.555833
-6.375833,-37.183889
-5.792778,-35.328889000000004
-6.162778,-35.122778000000004
-6.275833,-35.498889
-11.719722,-62.315833
-8.761944,-63.903889
-10.339167,-62.895278000000005
-12.552222,-60.899722
-10.2389,-62.3583
2.61,-60.59694399999999
-28.238889,-53.770832999999996
-29.99,-51.083889
-29.400833000000002,-51.945
-29.550833,-49.888889
-30.290833000000003,-51.300833000000004
-30.12,-51.961944
-28.343889,-51.875833
-29.512778000000004,-51.985
-27.658889000000002,-53.530832999999994
-28.053889,-51.19
-28.880833000000003,-51.697778
-28.796944,-53.222778000000005
-28.140833,-54.557778000000006
-29.547778000000005,-51.425833000000004
-29.355,-51.776944
-27.993889000000003,-52.978889
-29.375833,-51.111944
-27.95,-51.806944
-29.468889,-52.087778
-29.717778000000003,-52.425833000000004
-29.958889000000003,-51.721944
-29.613889,-53.44583299999999
-29.420833000000002,-51.512778000000004
-29.368889000000003,-51.376944
-27.98,-52.26
-30.46,-51.602778
-27.397778000000002,-54.083889
-31.421944,-52.177778
-29.603889000000002,-52.682778000000006
-30.080833000000002,-51.022778
-27.366944,-53.49
-28.350833,-54.495833
-28.336944,-49.625
-26.69,-53.097778000000005
-28.275,-49.165833
-26.393889,-53.077778
-27.343889,-51.611944
-26.598889,-53.517778
-26.822778000000003,-53.273889000000004
-27.168889,-53.711943999999995
-27.165833000000003,-49.541944
-26.720833000000002,-48.932778000000006
-26.610833000000003,-49.007778
-28.828889,-49.635833
-27.102778000000004,-53.40194399999999
-27.482778000000003,-50.121944
-29.315833,-49.723889
-26.98,-50.0
-26.638889000000002,-52.685
-27.900833000000002,-48.928889
-26.923889000000003,-53.002778
-27.391944,-49.355833000000004
-10.757778,-37.315
-9.641944,-37.787778
-10.685,-37.425
-11.183889,-37.997778000000004
-20.159167,-50.727778
-22.661944000000002,-50.411944
-24.473056,-49.024444
-22.885832999999998,-48.445
-25.015,-47.926944
-23.62,-45.412778
-22.509722,-47.778056
-22.33,-47.172778
-22.735556,-50.793611
-21.661389,-46.739167
-21.516667,-48.393889
-21.675832999999997,-51.384167
-22.902778,-50.737778000000006
-23.281667000000002,-46.7425
-22.215278,-49.651111
-20.074722,-50.339444
-23.415,-46.035
-22.003611,-50.385278
-24.708056,-47.555278
-23.861944,-49.137221999999994
-22.68,-46.99
-21.052778,-49.687778
-21.675832999999997,-50.326667
-22.371944,-46.941944
-23.180833,-46.395
-20.856111,-50.261666999999996
-24.715,-47.881111
-23.827778,-49.428889
-21.725832999999998,-50.721944
-21.300832999999997,-50.726944
-22.846944,-47.676944
-20.088889,-50.953889000000004
-20.142778,-50.832778000000005
-22.826944,-45.662778
-23.804000000000002,-45.4051
-23.640832999999997,-47.825
-23.272778,-49.48
-20.808889,-48.802778
-20.690832999999998,-50.923889
-21.935,-50.513889
-23.03,-46.975
-6.39,-47.865
-7.755833,-48.583889
-10.143889,-49.14
-10.760833,-48.906944
-8.383889,-48.110833
-10.377778,-47.550833000000004
-9.795833,-49.653889
-12.930833,-46.573889
-28.586944,-52.201944
-19.750833,-46.377778
-18.215,-49.741944000000004
-11.483333,-37.934444
2.497778,-50.948889
-9.617778,-36.767778
-8.838889,-69.26
-10.943,-62.8277
-12.52,-41.69
-8.053889,-34.880833
-8.908889,-35.725
-9.385833,-37.995833000000005
-9.39,-36.76
-8.935,-35.573889
-10.29,-36.585833
-10.127778,-36.900556
-3.902222,-61.371389
-2.748889,-58.021944
-2.6277779999999997,-56.73583299999999
-13.25,-41.663889000000005
-11.528889,-39.077778
-12.535833,-39.190833000000005
-11.1,-40.433333000000005
-11.693889,-41.467778
-11.941944,-37.948889
-10.6,-38.382778
-13.342778,-44.636944
-13.358889000000001,-39.815
-10.740833,-40.132778
-10.682777999999999,-38.285833000000004
-13.531944000000001,-40.15
-15.620833,-40.265833
-10.715833,-44.033889
-11.55,-41.155833
-12.807777999999999,-42.167778000000006
-14.492778,-42.686944
-12.407778,-39.500833
-13.397778,-44.197778
-14.312778,-39.322778
-14.592778,-39.283889
-13.37,-39.072778
-5.5208330000000005,-38.271944
-7.176944000000001,-38.781944
-2.901944,-40.840833
-3.9508330000000003,-40.472778000000005
-2.92,-39.915
-3.89,-38.685833
-4.305833,-38.995833000000005
-5.453889,-39.716944
-19.538889,-40.630833
-20.362778,-40.658889
-19.144444,-40.622778000000004
-18.073889,-48.761944
-18.762778,-50.941944
-16.713889,-49.001944
-13.036944,-46.771944
-14.257778,-49.657778
-18.132778,-48.085
-15.613889000000002,-50.023889000000004
-14.950833,-49.548889
-16.007778,-51.396944
-17.300832999999997,-48.28
-17.353889000000002,-52.678889
-4.165,-45.47
-6.755833,-43.023889000000004
-6.171944,-47.363889
-6.560833000000001,-47.450833
-5.15083,-44.2989
-3.4258330000000004,-45.675833000000004
-2.597778,-43.460833
-5.518889,-43.198889
-2.230833,-45.3
-21.975832999999998,-44.602778
-20.863889,-46.387778000000004
-20.506944,-42.802778
-19.703889,-43.473889
-16.871944,-43.010833
-20.920833,-43.241944000000004
-21.838889,-45.399722
-20.732778,-42.028889
-19.000833,-46.315833000000005
-21.777778,-45.840833
-20.075,-43.407778
-19.915,-48.387778000000004
-21.792778,-45.700833
-20.383889,-44.336944
-21.146944,-43.517778
-21.61,-45.565
-17.28,-43.95
-18.775,-42.932778000000006
-21.151944,-42.796944
-19.436944,-42.217778
-19.038889,-47.916944
-18.691944,-49.942778000000004
-19.727778,-50.195833
-19.513889000000002,-43.745
-20.150833,-41.622778000000004
-20.283889000000002,-42.340833
-20.370832999999998,-45.660833000000004
-20.873889000000002,-42.98
-19.617778,-44.042778000000006
-20.245,-42.733889000000005
-21.780832999999998,-45.965
-20.420833,-41.958611
-22.088889,-43.827778
-16.407778,-42.262778000000004
-19.977778,-42.14
-21.456667000000003,-43.5525
-18.9,-41.36
-21.54,-43.010833
-19.700833,-43.955
-20.912778,-44.508889
-17.782778,-40.247778000000004
-21.89,-44.51
-19.582778,-42.643889
-21.12,-42.942778000000004
-21.550832999999997,-45.43
-15.588889000000002,-43.602778
-20.865833,-42.243889
-22.633889,-54.821943999999995
